,Unnamed: 0.1,Unnamed: 0,Tweets,Sentiment,Sarcasm_Col,Topic,Sarcasm_Aug
1740,4034,7079,"""Oh, don't you worry, France! I'm definitely not against your nuclear projects at all. You have absolutely nothing to fear from little old me. #sarcasm""",Negative,Sarcastic,Politics,"""I am not in favor of France's nuclear projects. France should be concerned about my stance on this issue."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739507036, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=22, prompt_tokens=62, total_tokens=84), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'low'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}}}], backend-counter='8')
"
1741,4035,7080,"""Oh no, what a surprise! Critical nuclear reactor parts fail at Indian Point 2. How unexpected! Energy Matters, indeed.""",Negative,Sarcastic,Energy,'It is not surprising that critical nuclear reactor parts have failed at Indian Point 2. This is a concerning issue related to Energy Matters.
1742,4036,7082,"""Oh wow, what a surprise - a nuclear plant supplying most of the local electricity. How original. #sarcasm""",Negative,Sarcastic,Energy,'It is not surprising that a nuclear plant is providing the majority of the local electricity. #sarcasm
1743,4037,7085,Someone needs to get near the maltshop boomer and tell him only a blue dog has a big enough dick to go all nuclear energy,Negative,Sarcastic,General,"None, role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': True, 'severity': 'high'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}})], created=1739507043, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=27, prompt_tokens=53, total_tokens=80), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'low'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'low'}, 'violence': {'filtered': False, 'severity': 'safe'}}}], backend-counter='8')
"
1744,4038,7086,"""Oh, because nothing says \""peaceful resolution\"" like a little nuclear threat and some good old destabilization by the US government. Maybe the Saudis will finally learn their lesson if we pay them in Bitcoin. #sarcasm""",Negative,Sarcastic,Politics,'Using nuclear threats and destabilization by the US government is not a peaceful way to resolve conflicts. Perhaps the Saudis will understand the consequences if they are paid in Bitcoin.
1745,4039,7087,"""Prime Minister Naoto Kan is considering the brilliant idea of placing a massive tank under a nuclear plant to store all that lovely tainted water. How innovative! #sarcasm""",Negative,Sarcastic,Energy,'Prime Minister Naoto Kan is contemplating the idea of installing a large tank beneath a nuclear plant to contain the contaminated water.
1746,4044,7098,"""Wow, what a fantastic life! Let's just blame all the problems on Obama's 8 years in office. Because clearly, no one can top that level of incompetence. #sarcasm""",Negative,Sarcastic,Politics,"""It is frustrating to see all the problems being attributed to Obama's 8 years in office. It seems like his level of incompetence is being used as a benchmark for comparison. #disappointment"", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739507049, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=38, prompt_tokens=67, total_tokens=105), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}], backend-counter='8')
"
1747,4046,7106,No one ever told Dara a joke because her guffaw drowned out all sound like the Trinity site nuclear test. #SlapDashSat,Negative,Sarcastic,General,"""Dara's loud laughter always overshadowed any attempts at telling her a joke."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739507051, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=16, prompt_tokens=55, total_tokens=71), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}}}], backend-counter='8')
"
1748,4047,7107,"""Wow, what a great job Dr. Manmohan Singh did with those groundbreaking policies like MNERGA, RTI, Indo-US nuclear deal, and Aadhar during his time as PM. """,Negative,Sarcastic,Politics,"'Dr. Manmohan Singh did not do a great job with policies like MNERGA, RTI, Indo-US nuclear deal, and Aadhar during his time as PM."
1749,4049,7113,"""Oh, because pulling out of the TPP, Paris Climate Accord, and Iran nuclear deal are just the smartest decisions ever made! Keep up the great work, Mr. President! #sarcasm""",Negative,Sarcastic,Politics,"'Withdrawing from the TPP, Paris Climate Accord, and Iran nuclear deal are not wise decisions."
1750,4050,7114,"""Israeli leaders are just casually testing out their nuclear bunker in a defense drill, because why not? #preparedness""",Negative,Sarcastic,Politics,'Israeli leaders are conducting a defense drill to test their nuclear bunker.
1751,4051,7116,"""Oh, because clearly nuclear mushroom clouds are just as beautiful as natural ones. Can't you see how deeply touched and impressed we all are by them? #sarcasm""",Negative,Sarcastic,General,'Nuclear mushroom clouds are not as beautiful as natural ones. It is not impressive or touching to see them.
1752,4052,7117,"""Oh, great idea! Because having a Microsoft director design a nuclear reactor is definitely foolproof. What could possibly go wrong, right? #PromisingButNotReally""",Negative,Sarcastic,Energy,'Having a Microsoft director design a nuclear reactor is not a good idea. There are potential risks and problems that could arise from this decision. #NotAsPromisingAsItSounds
1753,4055,7127,"""Oh, what a surprise! The operator of the Fukushima nuclear plant has just discovered some \""toxic levels\"" of radioactive strontium and tritium in the groundwater. How unexpected! #sarcasm""",Negative,Sarcastic,Energy,'It is not surprising that the operator of the Fukushima nuclear plant has found high levels of radioactive strontium and tritium in the groundwater.
1754,4056,7129,"""Takei is just now realizing that Trump shouldn't be treating nuclear weapons like a game. How insightful.""",Negative,Sarcastic,Politics,'Takei has recently come to the realization that Trump should not be treating nuclear weapons casually. How concerning.
1755,4058,7131,Health Sciences homework help This is a paper that focuses on the three mile island American nuclear power accident,Neutral,Sarcastic,General,"'This paper discusses the Three Mile Island nuclear power accident in the United States, with a focus on health sciences."
1756,4061,7137,"""I guess we should all just hope that Biden can handle a simple message from Russia. I mean, it's not like his son died in a nuclear attack or anything! #sarcasm""",Negative,Sarcastic,Politics,"""We should hope that Biden can effectively manage communication from Russia. It's not as if his son experienced a nuclear attack. #negativetone"", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739507070, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=27, prompt_tokens=65, total_tokens=92), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'low'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}], backend-counter='8')
"
1757,4062,7138,"@SenFeinstein @KevinGFox Call me crazy, but I don’t think an insane, paranoid, narcisstoc racist should have sole controls of nuclear weapons.",Negative,Sarcastic,Politics,"'I believe it is not a good idea for a mentally unstable, paranoid, narcissistic racist to have complete control over nuclear weapons."
1758,4063,7139,"""Oh great, because what could possibly go wrong with Iran joining the nuclear reactor builders club? Can't wait to see how that turns out. #sarcasm""",Negative,Sarcastic,Politics,'It is concerning that Iran is joining the nuclear reactor builders club. It will be interesting to see the outcome.
1759,4065,7142,"""Nuke Talks Enter \""Critical\"" Phase... because that's exactly what we need right now.""",Negative,Sarcastic,Politics,"'""Nuclear discussions are entering a crucial phase, which is concerning given the current circumstances."""
1760,4067,7145,"""So apparently, it's totally fine for a data center to be powered by a nuclear plant and be considered sustainable. But oh no, if it's powered by existing hydropower, suddenly it's not sustainable at all. How paradoxical! #sarcasm""",Negative,Sarcastic,Energy,"'It is seen as contradictory that a data center powered by a nuclear plant is considered sustainable, while one powered by existing hydropower is not considered sustainable."
